Site,Type,Date,Number,Class,Site,Item,Qty,Amount,Balance
,Invoice,2025-10-13,CR/INV/2526/07768,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,3.344,847.46,"11,105,975.97"
,Invoice,2025-10-13,CR/INV/2526/07769,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,8.000,"2,027.12","11,108,003.09"
,Invoice,2025-10-13,CR/INV/2526/07781,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,796.147,"201,735.59","11,309,738.69"
,Invoice,2025-10-13,CR/INV/2526/07782,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,10.000,"2,533.90","11,312,272.58"
,Cash Sales,2025-10-13,CASH/INV/2425/02230,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,780.425,"197,751.90","11,510,024.48"
,Cash Sales,2025-10-13,CASH/INV/2425/02231,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,43.000,"10,895.77","11,520,920.25"
,Cash Sales,2025-10-13,CASH/INV/2425/02237,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,1167.853,"295,922.36","11,816,842.62"
,Invoice,2025-10-14,CR/INV/2526/07810,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,403.371,"102,210.17","11,919,052.79"
,Invoice,2025-10-14,CR/INV/2526/07811,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,3.378,855.93,"11,919,908.72"
,Invoice,2025-10-14,CR/INV/2526/07812,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,10.000,"2,533.90","11,922,442.62"
,Invoice,2025-10-14,CR/INV/2526/07813,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,38.730,"9,813.79","11,932,256.40"
,Invoice,2025-10-14,CR/INV/2526/07814,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,4.000,"1,013.56","11,933,269.96"
,Invoice,2025-10-14,CR/INV/2526/07815,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,4.000,"1,013.56","11,934,283.52"
,Invoice,2025-10-14,CR/INV/2526/07816,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,4.000,"1,013.56","11,935,297.08"
,Invoice,2025-10-14,CR/INV/2526/07817,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,6.000,"1,520.34","11,936,817.42"
,Invoice,2025-10-14,CR/INV/2526/07818,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,8.000,"2,027.12","11,938,844.54"
,Invoice,2025-10-14,CR/INV/2526/07819,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,8.000,"2,027.12","11,940,871.66"
,Invoice,2025-10-14,CR/INV/2526/07820,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,8.000,"2,027.12","11,942,898.78"
,Invoice,2025-10-14,CR/INV/2526/07821,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,7.030,"1,781.33","11,944,680.11"
,Invoice,2025-10-14,CR/INV/2526/07822,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,8.500,"2,153.81","11,946,833.92"
,Invoice,2025-10-14,CR/INV/2526/07825,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,494.916,"125,406.78","12,072,240.70"
,Invoice,2025-10-14,CR/INV/2526/07826,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,8.000,"2,027.12","12,074,267.82"
,Invoice,2025-10-14,CR/INV/2526/07827,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,32.650,"8,273.15","12,082,540.97"
,Invoice,2025-10-14,CR/INV/2526/07828,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,9.000,"2,280.51","12,084,821.48"
,Invoice,2025-10-14,CR/INV/2526/07829,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,10.000,"2,533.90","12,087,355.38"
,Invoice,2025-10-14,CR/INV/2526/07830,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,7.910,"2,004.24","12,089,359.62"
,Cash Sales,2025-10-14,CASH/INV/2425/02242,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,40.000,"10,135.60","12,099,495.22"
,Cash Sales,2025-10-14,CASH/INV/2425/02248,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,814.991,"206,510.62","12,306,005.84"
,Cash Sales,2025-10-14,CASH/INV/2425/02250,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,50.000,"12,669.50","12,318,675.34"
,Cash Sales,2025-10-14,CASH/INV/2425/02253,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,1527.524,"387,059.41","12,705,734.75"
,Invoice,2025-10-15,CR/INV/2526/07858,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,625.234,"158,427.97","12,864,162.71"
,Invoice,2025-10-15,CR/INV/2526/07859,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,96.655,"24,491.53","12,888,654.24"
,Invoice,2025-10-15,CR/INV/2526/07860,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,15.000,"3,800.85","12,892,455.08"
,Invoice,2025-10-15,CR/INV/2526/07891,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,457.859,"116,016.95","13,008,472.03"
,Invoice,2025-10-15,CR/INV/2526/07892,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,3.344,847.46,"13,009,319.49"
,Invoice,2025-10-15,CR/INV/2526/07893,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,2.000,506.78,"13,009,826.27"
,Invoice,2025-10-15,CR/INV/2526/07894,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,7.000,"1,773.73","13,011,600.00"
,Invoice,2025-10-15,CR/INV/2526/07895,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,8.000,"2,027.12","13,013,627.12"
,Invoice,2025-10-15,CR/INV/2526/07896,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,43.000,"10,895.76","13,024,522.88"
,Invoice,2025-10-15,CR/INV/2526/07897,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,8.000,"2,027.12","13,026,550.00"
,Invoice,2025-10-15,CR/INV/2526/07898,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,8.000,"2,027.12","13,028,577.12"
,Invoice,2025-10-15,CR/INV/2526/07899,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,35.000,"8,868.64","13,037,445.76"
,Invoice,2025-10-15,CR/INV/2526/07900,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,16.722,"4,237.29","13,041,683.05"
,Cash Sales,2025-10-15,CASH/INV/2425/02262,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,1428.111,"361,869.01","13,403,552.06"
,Cash Sales,2025-10-15,CASH/INV/2425/02272,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,66.000,"16,723.74","13,420,275.80"
,Cash Sales,2025-10-15,CASH/INV/2425/02276,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,756.074,"191,581.59","13,611,857.38"
,Invoice,2025-10-16,CR/INV/2526/07921,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,538.240,"136,384.75","13,748,242.13"
,Invoice,2025-10-16,CR/INV/2526/07922,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,46.983,"11,905.09","13,760,147.21"
,Invoice,2025-10-16,CR/INV/2526/07923,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,7.000,"1,773.73","13,761,920.94"
,Invoice,2025-10-16,CR/INV/2526/07924,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,5.190,"1,315.09","13,763,236.03"
,Invoice,2025-10-16,CR/INV/2526/07925,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,13.000,"3,294.07","13,766,530.10"
,Invoice,2025-10-16,CR/INV/2526/07926,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,563.585,"142,806.78","13,909,336.88"
,Invoice,2025-10-16,CR/INV/2526/07927,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,20.067,"5,084.75","13,914,421.63"
,Invoice,2025-10-16,CR/INV/2526/07928,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,33.445,"8,474.58","13,922,896.20"
,Invoice,2025-10-16,CR/INV/2526/07929,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,33.445,"8,474.58","13,931,370.78"
,Invoice,2025-10-16,CR/INV/2526/07930,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,33.000,"8,361.86","13,939,732.64"
,Invoice,2025-10-16,CR/INV/2526/07931,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,4.000,"1,013.56","13,940,746.20"
,Cash Sales,2025-10-16,CASH/INV/2425/02264,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,136.000,"34,461.04","13,975,207.25"
,Cash Sales,2025-10-16,CASH/INV/2425/02279,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,192.000,"48,650.88","14,023,858.13"
,Cash Sales,2025-10-16,CASH/INV/2425/02282,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,1685.586,"427,110.72","14,450,968.85"
,Cash Sales,2025-10-16,CASH/INV/2425/02283,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,698.459,"176,982.44","14,627,951.29"
,Invoice,2025-10-17,CR/INV/2526/07940,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,491.939,"124,652.54","14,752,603.83"
,Invoice,2025-10-17,CR/INV/2526/07941,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,165.552,"41,949.15","14,794,552.98"
,Invoice,2025-10-17,CR/INV/2526/07942,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,43.000,"10,895.76","14,805,448.75"
,Invoice,2025-10-17,CR/INV/2526/07943,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,2.000,506.78,"14,805,955.53"
,Invoice,2025-10-17,CR/INV/2526/07944,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,4.000,"1,013.56","14,806,969.08"
,Invoice,2025-10-17,CR/INV/2526/07945,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,4.000,"1,013.56","14,807,982.64"
,Invoice,2025-10-17,CR/INV/2526/07946,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,30.000,"7,601.70","14,815,584.34"
,Invoice,2025-10-17,CR/INV/2526/07947,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,2.000,506.78,"14,816,091.12"
,Invoice,2025-10-17,CR/INV/2526/07948,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,2.000,506.78,"14,816,597.90"
,Invoice,2025-10-17,CR/INV/2526/07969,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,491.889,"124,639.83","14,941,237.73"
,Invoice,2025-10-17,CR/INV/2526/07970,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,132.174,"33,491.53","14,974,729.25"
,Invoice,2025-10-17,CR/INV/2526/07971,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,35.000,"8,868.64","14,983,597.90"
,Invoice,2025-10-17,CR/INV/2526/07972,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,33.780,"8,559.51","14,992,157.41"
,Invoice,2025-10-17,CR/INV/2526/07973,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,10.000,"2,533.90","14,994,691.30"
,Cash Sales,2025-10-17,CASH/INV/2425/02289,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,128.000,"32,433.92","15,027,125.23"
,Cash Sales,2025-10-17,CASH/INV/2425/02291,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,551.509,"139,746.83","15,166,872.06"
,Cash Sales,2025-10-17,CASH/INV/2425/02297,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,1438.157,"364,414.59","15,531,286.64"
,Cash Sales,2025-10-17,CASH/INV/2425/02301,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,43.000,"10,895.77","15,542,182.42"
,Invoice,2025-10-18,CR/INV/2526/08006,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,709.702,"179,831.36","15,722,013.77"
,Invoice,2025-10-18,CR/INV/2526/08007,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,26.756,"6,779.66","15,728,793.43"
,Invoice,2025-10-18,CR/INV/2526/08008,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,33.445,"8,474.58","15,737,268.01"
,Invoice,2025-10-18,CR/INV/2526/08009,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,16.722,"4,237.29","15,741,505.30"
,Invoice,2025-10-18,CR/INV/2526/08010,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,8.000,"2,027.12","15,743,532.42"
,Invoice,2025-10-18,CR/INV/2526/08012,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,430.100,"108,983.05","15,852,515.47"
,Invoice,2025-10-18,CR/INV/2526/08013,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,85.619,"21,694.92","15,874,210.38"
,Invoice,2025-10-18,CR/INV/2526/08014,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,5.000,"1,266.95","15,875,477.33"
,Cash Sales,2025-10-18,CASH/INV/2425/02307,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,400.375,"101,451.05","15,976,928.38"
,Cash Sales,2025-10-18,CASH/INV/2425/02309,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,92.000,"23,311.88","16,000,240.26"
,Cash Sales,2025-10-18,CASH/INV/2425/02311,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,1496.281,"379,142.71","16,379,382.97"
,Invoice,2025-10-19,CR/INV/2526/08021,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,496.612,"125,836.44","16,505,219.42"
,Invoice,2025-10-19,CR/INV/2526/08022,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,36.789,"9,322.03","16,514,541.45"
,Invoice,2025-10-19,CR/INV/2526/08023,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,8.000,"2,027.12","16,516,568.57"
,Invoice,2025-10-19,CR/INV/2526/08024,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,630.679,"159,807.63","16,676,376.20"
,Invoice,2025-10-19,CR/INV/2526/08025,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,46.490,"11,780.09","16,688,156.29"
,Invoice,2025-10-19,CR/INV/2526/08026,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,6.000,"1,520.34","16,689,676.63"
,Invoice,2025-10-19,CR/INV/2526/08027,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,8.000,"2,027.12","16,691,703.75"
,Cash Sales,2025-10-19,CASH/INV/2425/02318,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,533.599,"135,208.66","16,826,912.41"
,Cash Sales,2025-10-19,CASH/INV/2425/02319,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,1150.832,"291,609.20","17,118,521.61"
,Invoice,2025-10-20,CR/INV/2526/08052,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,333.946,"84,618.64","17,203,140.25"
,Invoice,2025-10-20,CR/INV/2526/08053,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,2.000,506.78,"17,203,647.03"
,Invoice,2025-10-20,CR/INV/2526/08054,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,30.100,"7,627.12","17,211,274.15"
,Invoice,2025-10-20,CR/INV/2526/08055,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,20.067,"5,084.75","17,216,358.90"
,Invoice,2025-10-20,CR/INV/2526/08056,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,3.344,847.46,"17,217,206.36"
,Invoice,2025-10-20,CR/INV/2526/08059,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,513.334,"130,073.73","17,347,280.09"
,Invoice,2025-10-20,CR/INV/2526/08060,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,25.993,"6,586.44","17,353,866.53"
,Invoice,2025-10-20,CR/INV/2526/08061,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,11.000,"2,787.29","17,356,653.82"
,Invoice,2025-10-20,CR/INV/2526/08062,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,40.350,"10,224.28","17,366,878.10"
,Invoice,2025-10-20,CR/INV/2526/08063,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,33.445,"8,474.58","17,375,352.67"
,Invoice,2025-10-20,CR/INV/2526/08064,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,16.722,"4,237.29","17,379,589.96"
,Invoice,2025-10-20,CR/INV/2526/08065,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,10.000,"2,533.90","17,382,123.86"
,Cash Sales,2025-10-20,CASH/INV/2425/02339,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,559.542,"141,782.36","17,523,906.22"
,Cash Sales,2025-10-20,CASH/INV/2425/02341,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,1145.155,"290,170.94","17,814,077.16"
,Invoice,2025-10-21,CR/INV/2526/08081,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,316.117,"80,100.85","17,894,178.01"
,Invoice,2025-10-21,CR/INV/2526/08082,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,5.017,"1,271.19","17,895,449.20"
,Invoice,2025-10-21,CR/INV/2526/08083,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,7.950,"2,014.45","17,897,463.64"
,Invoice,2025-10-21,CR/INV/2526/08084,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,6.000,"1,520.34","17,898,983.98"
,Invoice,2025-10-21,CR/INV/2526/08108,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,487.090,"123,423.73","18,022,407.71"
,Invoice,2025-10-21,CR/INV/2526/08109,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,182.274,"46,186.44","18,068,594.15"
,Cash Sales,2025-10-21,CASH/INV/2425/02348,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,706.916,"179,125.56","18,247,719.71"
,Cash Sales,2025-10-21,CASH/INV/2425/02349,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,66.000,"16,723.74","18,264,443.45"
,Cash Sales,2025-10-21,CASH/INV/2425/02358,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,138.000,"34,967.82","18,299,411.27"
,Cash Sales,2025-10-21,CASH/INV/2425/02360,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,1417.636,"359,214.76","18,658,626.03"
,Invoice,2025-10-22,CR/INV/2526/08140,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,476.170,"120,656.78","18,779,282.81"
,Invoice,2025-10-22,CR/INV/2526/08141,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,66.655,"16,889.83","18,796,172.65"
,Invoice,2025-10-22,CR/INV/2526/08142,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,33.850,"8,577.25","18,804,749.89"
,Invoice,2025-10-22,CR/INV/2526/08143,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,8.800,"2,229.83","18,806,979.72"
,Invoice,2025-10-22,CR/INV/2526/08164,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,26.756,"6,779.66","18,813,759.38"
,Invoice,2025-10-22,CR/INV/2526/08165,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,23.411,"5,932.20","18,819,691.59"
,Invoice,2025-10-22,CR/INV/2526/08166,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,16.722,"4,237.29","18,823,928.87"
,Invoice,2025-10-22,CR/INV/2526/08167,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,8.000,"2,027.12","18,825,955.99"
,Invoice,2025-10-22,CR/INV/2526/08168,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,380.796,"96,489.83","18,922,445.82"
,Invoice,2025-10-22,CR/INV/2526/08169,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,6.689,"1,694.92","18,924,140.74"
,Invoice,2025-10-22,CR/INV/2526/08170,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,9.000,"2,280.51","18,926,421.25"
,Invoice,2025-10-22,CR/INV/2526/08171,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,423.485,"107,306.78","19,033,728.03"
,Cash Sales,2025-10-22,CASH/INV/2425/02374,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,948.524,"240,346.58","19,274,074.60"
,Cash Sales,2025-10-22,CASH/INV/2425/02380,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,358.626,"90,872.17","19,364,946.77"
,Cash Sales,2025-10-22,CASH/INV/2425/02381,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,1212.515,"307,239.26","19,672,186.04"
,Invoice,2025-10-23,CR/INV/2526/08150,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,535.284,"135,635.59","19,807,821.63"
,Invoice,2025-10-23,CR/INV/2526/08151,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,63.378,"16,059.32","19,823,880.95"
,Invoice,2025-10-23,CR/INV/2526/08152,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,7.000,"1,773.73","19,825,654.68"
,Invoice,2025-10-23,CR/INV/2526/08153,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,7.500,"1,900.42","19,827,555.10"
,Invoice,2025-10-23,CR/INV/2526/08154,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,35.000,"8,868.64","19,836,423.75"
,Invoice,2025-10-23,CR/INV/2526/08155,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,43.000,"10,895.76","19,847,319.51"
,Invoice,2025-10-23,CR/INV/2526/08156,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,8.830,"2,237.43","19,849,556.94"
,Invoice,2025-10-23,CR/INV/2526/08172,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,120.395,"30,506.78","19,880,063.72"
,Invoice,2025-10-23,CR/INV/2526/08173,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,28.294,"7,169.49","19,887,233.21"
,Invoice,2025-10-23,CR/INV/2526/08174,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,33.445,"8,474.58","19,895,707.79"
,Invoice,2025-10-23,CR/INV/2526/08181,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,442.174,"112,042.37","20,007,750.16"
,Invoice,2025-10-23,CR/INV/2526/08182,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,19.064,"4,830.51","20,012,580.67"
,Invoice,2025-10-23,CR/INV/2526/08183,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,5.000,"1,266.95","20,013,847.62"
,Cash Sales,2025-10-23,CASH/INV/2425/02376,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,824.008,"208,795.45","20,222,643.07"
,Cash Sales,2025-10-23,CASH/INV/2425/02384,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,318.866,"80,797.54","20,303,440.61"
,Cash Sales,2025-10-23,CASH/INV/2425/02388,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,1238.763,"313,890.12","20,617,330.73"
,Cash Sales,2025-10-23,CASH/INV/2425/02389,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,140.000,"35,474.60","20,652,805.33"
,Invoice,2025-10-24,CR/INV/2526/08209,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,285.154,"72,255.09","20,725,060.42"
,Invoice,2025-10-24,CR/INV/2526/08210,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,5.000,"1,266.95","20,726,327.37"
,Invoice,2025-10-24,CR/INV/2526/08211,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,7.690,"1,948.57","20,728,275.93"
,Invoice,2025-10-24,CR/INV/2526/08212,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,32.000,"8,108.48","20,736,384.41"
,Invoice,2025-10-24,CR/INV/2526/08213,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,4.000,"1,013.56","20,737,397.97"
,Invoice,2025-10-24,CR/INV/2526/08214,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,30.000,"7,601.70","20,744,999.66"
,Invoice,2025-10-24,CR/INV/2526/08267,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,382.943,"97,033.90","20,842,033.56"
,Invoice,2025-10-24,CR/INV/2526/08268,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,174.749,"44,279.66","20,886,313.22"
,Invoice,2025-10-24,CR/INV/2526/08269,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,32.810,"8,313.72","20,894,626.94"
,Invoice,2025-10-24,CR/INV/2526/08270,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,7.000,"1,773.73","20,896,400.67"
,Cash Sales,2025-10-24,CASH/INV/2425/02394,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,31.000,"7,855.09","20,904,255.76"
,Cash Sales,2025-10-24,CASH/INV/2425/02396,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,853.156,"216,181.30","21,120,437.06"
,Cash Sales,2025-10-24,CASH/INV/2425/02404,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,49.000,"12,416.11","21,132,853.17"
,Cash Sales,2025-10-24,CASH/INV/2425/02411,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,872.498,"221,082.29","21,353,935.46"
,Invoice,2025-10-25,CR/INV/2526/08272,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,505.184,"128,008.48","21,481,943.93"
,Invoice,2025-10-25,CR/INV/2526/08273,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,3.344,847.46,"21,482,791.39"
,Invoice,2025-10-25,CR/INV/2526/08274,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,9.900,"2,508.48","21,485,299.87"
,Invoice,2025-10-25,CR/INV/2526/08275,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,8.000,"2,027.12","21,487,326.99"
,Invoice,2025-10-25,CR/INV/2526/08289,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,483.220,"122,443.22","21,609,770.21"
,Invoice,2025-10-25,CR/INV/2526/08290,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,63.722,"16,146.61","21,625,916.82"
,Invoice,2025-10-25,CR/INV/2526/08291,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,33.445,"8,474.58","21,634,391.39"
,Cash Sales,2025-10-25,CASH/INV/2425/02413,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,316.572,"80,216.25","21,714,607.64"
,Cash Sales,2025-10-25,CASH/INV/2425/02421,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,1994.612,"505,414.85","22,220,022.49"
,Invoice,2025-10-26,CR/INV/2526/08294,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,409.528,"103,770.34","22,323,792.82"
,Invoice,2025-10-26,CR/INV/2526/08295,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,73.913,"18,728.81","22,342,521.64"
,Invoice,2025-10-26,CR/INV/2526/08303,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,587.344,"148,827.12","22,491,348.76"
